VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
IAP CONSTRUCTION INC.,CONTRACTUAL SERVICES,1220.00,12/27/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,491.43,10/20/2021
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,1641.92,4/15/2021
"*URLAUB, BOWEN & ASSOCIATES, INC.",LEGAL COSTS,656.05,7/26/2021
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,5089.23,12/27/2021
CINTAS CORPORATION,CONTRACTUAL SERVICES,6721.78,8/2/2021
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,4345.49,1/4/2021
JACKSON LEWIS PC,LEGAL COSTS,7896.00,1/18/2021
PNC BANK,TRAVEL & MEETING EXPENSE,963.06,12/17/2021
Whelan Security of IL dba GardaWorld,PURCHASE OF SECURITY SERVICES,315227.72,11/4/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,4580.04,9/27/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,641.34,12/1/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1173.84,8/11/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,12/16/2021
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,1875.00,1/21/2021
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,5241.00,7/28/2021
PEOPLES GAS,UTILITIES EXPENSE,1815.68,3/4/2021
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,97.65,11/4/2021
BALOUGH LAW OFFICES LLC,LEGAL COSTS,2720.50,1/14/2021
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,8394.26,1/21/2021
"CAREERBUILDER GOVERNMENT SOLUTIONS, LLC",ADVERTISING & PROMOTION,14496.00,4/22/2021
"UNITED WAY OF METROPOLITAN CHICAGO, INC.",GENERAL EXPENSES,27125.95,6/28/2021
KONE SPARES,DIRECT PURCHASES,12938.88,12/23/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,4181.29,9/13/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,5/6/2021
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,39567.09,10/25/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1393.60,7/28/2021
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,10/19/2021
AMERICAN PLANNING ASSOCIATION,ADVERTISING & PROMOTION,100.00,9/23/2021
CARE MANAGEMENT CONSULTANTS INC,CONTRACTUAL SERVICES,826.50,11/18/2021
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,83.98,1/6/2021
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,40308.97,1/6/2021
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,12/20/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,1959.05,12/8/2021
METROPOLITAN WATER RECLAMATION.,UTILITIES EXPENSE,95.55,11/26/2021
MIDWEST ORTHOPEDIC AT RUSH,ADMINISTRATION & HR,750.00,12/23/2021
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,697083.45,1/6/2021
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,17886.00,7/26/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,12425.60,3/1/2021
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,517457.44,8/5/2021
LEXITAS,LEGAL COSTS,531.53,8/5/2021
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,376944.64,11/8/2021
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,10183.25,7/15/2021
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,5343.43,12/23/2021
TAB SERVICE COMPANY,GENERAL EXPENSES,7746.94,9/16/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,4181.00,6/16/2021
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,1200.00,2/4/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,220.88,8/25/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,951.20,2/3/2021
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,166548.61,2/1/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,2550.73,10/7/2021
GENUINE PARTS COMPANY (NAPA),TRAVEL & MEETING EXPENSE,17695.00,11/3/2021
NEAL & LEROY L.L.C.,LEGAL COSTS,684.00,7/5/2021
Wensco,DIRECT PURCHASES,2625.00,8/12/2021
JUDITH POLLOCK,LEGAL COSTS,25.00,11/12/2021
"MIDWEST ENVIRONMENTAL SALES CO., INC.",DIRECT PURCHASES,17592.56,10/7/2021
MORTON SALT COMPANY,DIRECT PURCHASES,28332.17,5/6/2021
"LPI, INCORPORATED",MAINTENANCE & REPAIRS,2768.00,12/9/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,450.00,10/21/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,4062.88,1/20/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,15050.00,8/16/2021
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9121.16,6/10/2021
POSTAL PARTNERS,GENERAL EXPENSES,91.22,7/15/2021
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,220.80,5/5/2021
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,4350.00,9/9/2021
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1039.68,10/7/2021
ARC IMAGING RESOURCES,MAINTENANCE & REPAIRS,354.22,11/15/2021
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,1707.98,2/10/2021
THE YGS GROUP,ADVERTISING & PROMOTION,2090.00,11/4/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,31148.80,1/4/2021
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9300.96,9/9/2021
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,5622.08,4/8/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,175.56,3/11/2021
CATHERINE MCGINNESS MD,ADMINISTRATION & HR,450.00,5/6/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,2333.26,2/17/2021
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,9151.25,1/7/2021
"AMERESCO, INC.",CONSULTING,14730.00,8/30/2021
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,8200.00,1/27/2021
"VERITEXT, LLC",LEGAL COSTS,382.50,6/3/2021
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,6/2/2021
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,58.79,11/26/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1061.20,2/3/2021
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,8313.24,5/5/2021
COMMONWEALTH EDISON.,UTILITIES EXPENSE,339460.12,4/12/2021
COMTO NATIONAL HEADQUARTERS,GENERAL EXPENSES,125.00,12/9/2021
JAMES DWORKIN,LEGAL COSTS,375.00,2/25/2021
CITY OF BURBANK,GENERAL EXPENSES,100.00,11/12/2021
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,865.34,12/1/2021
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,2975.00,8/16/2021
"CORE MECHANICAL, INC.",MAINTENANCE & REPAIRS,7225.00,7/29/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,60.00,11/26/2021
"VULCAN CONSTRUCTION MATERIALS, LLC",DIRECT PURCHASES,632.52,7/5/2021
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,18.32,3/4/2021
*HIGHWAY SAFETY CORPORATON,EQUIPMENT RENTAL,5844.00,10/19/2021
SDI PRESENCE LLC,TECHNOLOGY SERVICES,3444.25,10/13/2021
GRANT LAW LLC,LEGAL COSTS,4062.00,8/18/2021
CHICAGO COOK WORKFORCE PARTNERSHIP,GENERAL EXPENSES,10120.38,12/2/2021
"HADADY MACHINING CO., INC.",DIRECT PURCHASES,2695.00,3/22/2021
HOWARD BROWN HEALTH CENTER,ADMINISTRATION & HR,300.00,2/11/2021
"ADR SYSTEMS OF AMERICA, LLC",CONTRACTUAL SERVICES,1495.00,2/4/2021
"ALLSTATE SAWS & MACHINING, LLC",MAINTENANCE & REPAIRS,603.00,8/12/2021
"INDUSTRIAL ENGINE SERVICE, INC.",DIRECT PURCHASES,3949.60,8/4/2021
ILLINOIS TOLLWAY,GENERAL EXPENSES,15.00,8/12/2021
"WISCO, INC.",DIRECT PURCHASES,714.72,11/12/2021
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,1297.80,11/17/2021
KONE SPARES,DIRECT PURCHASES,2016.00,1/6/2021
ILLINOIS OFFICE OF THE STATE FIRE MARSHAL,GENERAL EXPENSES,1470.00,11/18/2021
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,153.60,9/8/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,23972.09,2/10/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,9380.43,10/25/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,2340.00,11/15/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,5226.00,6/21/2021
MURRAY & TRETTEL INC,GENERAL EXPENSES,832.50,12/23/2021
PRODUCTION PLUS GRAPHICS,DIRECT PURCHASES,8238.00,4/15/2021
ZUBER LAWLER LLP,LEGAL COSTS,1881.50,9/13/2021
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,261.53,4/1/2021
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,95466.00,10/11/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,6457.19,1/13/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,4861.30,5/3/2021
PNC BANK,TRAVEL & MEETING EXPENSE,488.00,1/20/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,188.50,9/8/2021
"GENFARE, A DIVISION OF SPX CORPORATION",DIRECT PURCHASES,1081.95,9/29/2021
NOETIX CORPORATION,MAINTENANCE & REPAIRS,39680.00,5/6/2021
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,9077.80,7/2/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,7/15/2021
CDW GOVERNMENT LLC,MAINTENANCE & REPAIRS,39972.60,1/20/2021
CINTAS CORPORATION,CONTRACTUAL SERVICES,1850.10,10/27/2021
UNITEC PARTS CO.,DIRECT PURCHASES,296.04,11/4/2021
"LANCESOFT, INC.",CONSULTING,1958.40,4/8/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1789.00,9/8/2021
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,3/1/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,420.95,10/27/2021
PAYSCALE INC.,CONSULTING,12000.00,8/18/2021
US BANK,FINANCIAL & TREAS SVCS,250.00,1/14/2021
UNITEC PARTS CO.,DIRECT PURCHASES,18768.17,10/7/2021
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,224.40,10/28/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,2506.81,10/4/2021
POINT OF DIFFERENCE STRATEGIES,CONTRACTUAL SERVICES,6000.00,5/27/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,2041.40,11/26/2021
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,20807.50,11/3/2021
PEOPLES GAS,UTILITIES EXPENSE,71214.30,4/8/2021
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,104.92,9/9/2021
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,499.88,4/29/2021
LOHNES+WRIGHT,ADVERTISING & PROMOTION,490.00,3/1/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,18.69,11/17/2021
HISPANIC ALLIANCE FOR CAREER ENHANCEMENT,ADVERTISING & PROMOTION,8500.00,3/11/2021
"*ENVIROPLUS, INC.",MAINTENANCE & REPAIRS,12346.00,4/8/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,213.78,11/26/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,59701.79,12/15/2021
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,10314.64,3/18/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,381.75,3/29/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,13496.00,2/3/2021
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,1780.00,8/9/2021
GENUINE PARTS COMPANY (NAPA),CONSULTING,145329.00,11/1/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,2585.43,3/15/2021
"INDUSTRIAL ENGINE SERVICE, INC.",DIRECT PURCHASES,1244.88,3/24/2021
"SVANACO, INC.",TECHNOLOGY SERVICES,27975.00,1/18/2021
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,295.00,12/30/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,5878.29,6/21/2021
METROPOLITAN WATER RECLAMATION..,UTILITIES EXPENSE,77585.97,1/27/2021
CINTAS CORPORATION,DIRECT PURCHASES,83.28,4/1/2021
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,12320.42,3/10/2021
Carahsoft Technology Corporation,ADVERTISING & PROMOTION,14533.79,12/29/2021
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,33042.57,5/10/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,4/1/2021
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,1270.00,11/3/2021
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8579.24,11/26/2021
EXHIBIT 5,LEGAL COSTS,389.20,9/9/2021
RIVER NORTH PAIN MANAGEMENT CONSULTANTS,ADMINISTRATION & HR,750.00,5/6/2021
"WINKLER'S TREE SERVICE, INC.",CONTRACTUAL SERVICES,4480.00,8/5/2021
NATIONAL ELECTRIC GATE CO.,DIRECT PURCHASES,3195.00,2/18/2021
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,424.10,10/13/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,58842.74,7/22/2021
ANDREAS FERGUSON,LEGAL COSTS,75.00,1/14/2021
System4 Chicago,MAINTENANCE & REPAIRS,6794.50,3/1/2021
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,234687.47,9/13/2021
NACTO,GENERAL EXPENSES,12000.00,4/22/2021
VILLAGE OF FOREST PARK.,UTILITIES EXPENSE,5823.51,5/20/2021
"Alstom Signaling Inc., d/b/a Alstom Signaling Operation, LLC.",DIRECT PURCHASES,660.00,6/9/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1189.88,9/15/2021
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,2530.04,12/7/2021
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,10365.10,10/13/2021
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,11/29/2021
TERESA BOYLE ROGERS CONSULTING,CONSULTING,3483.30,5/26/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,1230.79,1/7/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,723780.20,2/22/2021
STAPLES ADVANTAGE,DIRECT PURCHASES,18141.29,5/26/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,4762.00,1/20/2021
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,30429.00,4/1/2021
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,151.20,8/18/2021
MEDIAAGILITY INC,TECHNOLOGY SERVICES,4746.75,11/12/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,5800.61,3/24/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,36991.03,9/30/2021
MP2 ENERGY NE LLC,UTILITIES EXPENSE,547636.66,4/1/2021
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,58496.69,6/21/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,6074.45,6/2/2021
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,1038.33,10/6/2021
CINTAS CORPORATION,DIRECT PURCHASES,432.16,7/7/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,12386.11,1/20/2021
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,270739.16,5/27/2021
PETER R. MEYERS,LEGAL COSTS,3401.65,7/2/2021
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,13159.56,10/27/2021
COZEN O'CONNOR,LEGAL COSTS,15015.50,4/22/2021
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,4758.85,8/11/2021
"WISCO, INC.",DIRECT PURCHASES,71.17,8/12/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,3643.11,12/29/2021
"DATA TEC SYSTEMS, INC.",CONTRACTUAL SERVICES,3218.00,3/24/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,493707.56,4/28/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,2355.35,3/1/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,590940.51,1/27/2021
SURVEYMONKEY INC.,TECHNOLOGY SERVICES,1188.00,6/8/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,628.38,8/4/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,459.28,12/16/2021
JAMES DWORKIN,LEGAL COSTS,375.00,1/7/2021
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,9498.00,2/24/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1209.54,1/6/2021
DAVID R. GUELICH M.D,ADMINISTRATION & HR,1250.00,9/23/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1023.88,5/17/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,35796.00,1/13/2021
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,456.49,7/15/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1710.94,4/26/2021
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,6740.00,6/7/2021
UNITEC PARTS CO.,DIRECT PURCHASES,229.68,12/16/2021
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,11374.82,9/20/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,5/6/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,6115.00,3/24/2021
"SAF-T-GARD INTERNATIONAL, INC.",CONTRACTUAL SERVICES,967.90,11/12/2021
HOLLY A McGARRITY,LEGAL COSTS,52.00,2/25/2021
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,689.00,2/8/2021
EVAN CORPORATION,MAINTENANCE & REPAIRS,31278.00,5/27/2021
KONE SPARES,DIRECT PURCHASES,3277.04,9/8/2021
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,6400.00,8/4/2021
ROSEMONT PUBLIC WORKS,UTILITIES EXPENSE,90.29,7/8/2021
"MARK ANDY, INC.",MAINTENANCE & REPAIRS,277.73,7/15/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,7015.59,7/12/2021
MARK SOKOLOWSKI MD,ADMINISTRATION & HR,1250.00,6/10/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,112.94,3/25/2021
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,7722.04,6/16/2021
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,2413.42,7/15/2021
AMALGAMATED BANK OF CHICAGO.,FINANCIAL & TREAS SVCS,5000.00,8/12/2021
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,17328.67,2/11/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,1806.62,7/2/2021
Konecranes,MAINTENANCE & REPAIRS,3737.74,12/1/2021
METROPOLITAN WATER RECLAMATION.,FACILITY RENTAL,10500.00,10/21/2021
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,12951.46,12/23/2021
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,112.33,2/18/2021
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,5708.33,9/30/2021
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,91592.21,3/25/2021
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,395.00,6/16/2021
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,7700.00,2/24/2021
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3677.47,4/29/2021
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,1295.00,9/30/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,35802.72,11/11/2021
"HERITAGE-CRYSTAL CLEAN, LLC",MAINTENANCE & REPAIRS,2336.00,5/24/2021
Tribologik Corp,CONTRACTUAL SERVICES,5206.00,12/30/2021
"JUST ELEVATOR INSPECTION SERVICE, INC.",MAINTENANCE & REPAIRS,10050.00,2/4/2021
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,16579.65,5/20/2021
SAINT XAVIER UNIVERSITY,ADVERTISING & PROMOTION,50.00,3/11/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,58141.17,12/8/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,5625.00,3/3/2021
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,65.10,11/26/2021
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8484.94,4/8/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,23575.90,3/29/2021
IT Supplies,ADVERTISING & PROMOTION,17695.00,11/4/2021
SDI PRESENCE LLC,TECHNOLOGY SERVICES,305250.50,4/28/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,6522.50,8/9/2021
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,4480.00,6/9/2021
CINTAS CORPORATION,DIRECT PURCHASES,23.12,7/19/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,885.66,8/16/2021
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,229.11,12/16/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,36136.68,8/23/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,990.80,9/27/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,694.83,3/15/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1110.55,6/23/2021
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,773.00,11/18/2021
System4 Chicago,MAINTENANCE & REPAIRS,13589.00,1/27/2021
"MESIROW FINANCIAL, INC.",CONTRACTUAL SERVICES,16566.66,5/17/2021
JACKSON LEWIS PC,LEGAL COSTS,11060.00,12/7/2021
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,9124.00,2/3/2021
PNC BANK,GENERAL EXPENSES,220.50,12/17/2021
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,364799.36,8/16/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,7/22/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,2281.59,9/15/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,4716.67,5/12/2021
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,LEGAL COSTS,10.00,12/16/2021
"WISCO, INC.",DIRECT PURCHASES,227.36,11/26/2021
SCHINDLER ELEVATOR CORP.,DIRECT PURCHASES,10227.30,9/16/2021
US BANK,FINANCIAL & TREAS SVCS,1500.00,8/12/2021
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,535.80,8/4/2021
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,505.58,7/2/2021
KONE SPARES,DIRECT PURCHASES,2446.12,4/21/2021
COGENT Infotech Corporation,CONTRACTUAL SERVICES,1860.00,5/27/2021
AT & T CORP,UTILITIES EXPENSE,672.93,2/25/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,22697.92,12/15/2021
LATPRO INC,ADVERTISING & PROMOTION,11000.00,12/16/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,1/21/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1110.55,9/1/2021
"H-O-H-WATER TECHNOLOGY, INC.",DIRECT PURCHASES,5381.52,3/31/2021
IDES,GENERAL EXPENSES,2308.00,3/4/2021
COGENT Infotech Corporation,CONTRACTUAL SERVICES,1674.00,7/15/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,17600.00,4/7/2021
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,1000.00,11/17/2021
"Alstom Signaling Inc., d/b/a Alstom Signaling Operation, LLC.",DIRECT PURCHASES,640.00,5/26/2021
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,268.00,1/4/2021
GORDON & CENTRACCHIO LLC,LEGAL COSTS,600.00,5/20/2021
PREMIER THERAPY LLC,ADMINISTRATION & HR,695.00,8/5/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,16427.54,3/17/2021
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8434.94,5/13/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,8835.49,5/19/2021
"AMERESCO, INC.",CONSULTING,14730.00,4/28/2021
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1602.64,12/1/2021
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,14168.00,4/1/2021
JASCULCA TERMAN STRATEGIC COMMUNICATIONS,CONTRACTUAL SERVICES,2837.50,10/7/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,12/23/2021
