VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,28917.00,10/21/2020
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,270.00,3/13/2020
GOVERNMENT FINANCE OFFICERS ASSOCIATION,ADVERTISING & PROMOTION,1134.00,1/15/2020
KONE SPARES,DIRECT PURCHASES,5687.50,1/21/2020
EDDIE GIVIEKIS,LEGAL COSTS,25.00,4/30/2020
HOLLAND & KNIGHT LLP,LEGAL COSTS,354.00,12/31/2020
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,416.90,5/7/2020
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1850.00,4/15/2020
GRANT LAW LLC,LEGAL COSTS,276.00,9/2/2020
*HI-TEK ENVIRONMENTAL- d/b/a STAT,MAINTENANCE & REPAIRS,40.00,2/5/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,600.00,12/28/2020
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,7625.00,6/18/2020
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,1091.20,12/2/2020
"ULTRA-TECH ENTERPRISES, INC.",MAINTENANCE & REPAIRS,201.37,4/1/2020
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,5794.00,8/26/2020
COGENT Infotech Corporation,CONTRACTUAL SERVICES,918.38,12/24/2020
PNC BANK,TRAVEL & MEETING EXPENSE,469.00,11/16/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,17199.03,9/23/2020
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,579.87,3/4/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3108.95,11/11/2020
RUNCO OFFICE SUPPLIES EQUIPMENT COMPANY,CONTRACTUAL SERVICES,76.76,1/9/2020
"MOBILE MINI, INC",EQUIPMENT RENTAL,2310.00,10/8/2020
CITATION BOX & PAPER CO.,DIRECT PURCHASES,980.70,12/10/2020
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1767.93,3/2/2020
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,4282.55,4/15/2020
"MIDWEST TIME RECORDER, INC.",MAINTENANCE & REPAIRS,1620.00,3/18/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,1577.31,8/6/2020
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,3/3/2020
"DEVELOPMENT DIMENSIONS INTERNATIONAL, INC",CONTRACTUAL SERVICES,16487.59,6/8/2020
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,16670.00,12/7/2020
CHEROKEE PORCELAIN ENAMEL CORP.,ADVERTISING & PROMOTION,44476.90,10/29/2020
"GMI, LLC",DIRECT PURCHASES,9180.00,10/14/2020
ILLINOIS CPA SOCIETY,GENERAL EXPENSES,340.00,10/1/2020
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,30455.00,8/13/2020
LEXITAS,LEGAL COSTS,461.32,1/21/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,15240.73,4/23/2020
"CONCARE, INC.",MAINTENANCE & REPAIRS,11894.17,10/22/2020
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,51838.14,7/6/2020
"TRAPEZE SOFTWARE GROUP, INC",MAINTENANCE & REPAIRS,1760096.00,3/5/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,457759.00,8/3/2020
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,6610.50,12/3/2020
JANIS ECKLUND WINTERS OD,ADMINISTRATION & HR,300.00,2/26/2020
EXHIBIT 5,LEGAL COSTS,205.95,3/17/2020
"H-O-H-WATER TECHNOLOGY, INC.",MAINTENANCE & REPAIRS,1494.00,12/9/2020
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,505.58,5/21/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,1792.00,9/30/2020
Jarrett Walker + Associates,CONSULTING,50000.00,9/17/2020
PNC BANK,TRAVEL & MEETING EXPENSE,509.00,10/16/2020
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,158.00,7/16/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,750.00,12/9/2020
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,1422.75,9/4/2020
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,338.01,6/8/2020
PEOPLES GAS,UTILITIES EXPENSE,9627.14,1/14/2020
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,51958.50,8/5/2020
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,42.00,7/27/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,12199.83,6/1/2020
"VERITEXT, LLC",LEGAL COSTS,1140.30,5/7/2020
"EMSL Analytical, Inc.",CONSULTING,107.40,2/5/2020
UNITED PARCEL SERVICE,DIRECT PURCHASES,9.32,1/31/2020
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,599.00,4/29/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,118.62,6/4/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,478.50,2/19/2020
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,6800.00,6/22/2020
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,20854.80,7/20/2020
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,8855.49,6/18/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,4228.24,4/15/2020
GRAND HYATT WASHINGTON,TRAVEL & MEETING EXPENSE,634.52,2/25/2020
"KOPICO, INC.",DIRECT PURCHASES,3655.00,2/12/2020
"COY PUGH AND ASSOCIATES, LLC",CONTRACTUAL SERVICES,6000.00,11/30/2020
ACCOUNTEMPS/DIV. ROBERT HALF,LEGAL COSTS,1830.00,1/16/2020
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,115.51,4/22/2020
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,3181.33,10/14/2020
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,55.20,6/10/2020
TRISTAN & CERVANTES LLC,LEGAL COSTS,516.00,7/30/2020
"SPERRY RAIL, INC.",CONTRACTUAL SERVICES,11255.08,1/15/2020
ROYAL REPORTING SERVICES,LEGAL COSTS,109.14,2/6/2020
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,898.30,9/16/2020
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,6680.00,3/30/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,443.28,3/13/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,753.60,1/15/2020
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,1469.82,10/14/2020
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,377538.18,7/8/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,112054.97,10/26/2020
"WISCO, INC.",DIRECT PURCHASES,13.64,12/10/2020
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,5290.80,5/11/2020
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,4/29/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,548.54,3/30/2020
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,9185.26,3/25/2020
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,3200.00,2/6/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,1148.00,2/6/2020
"ADVANCED ORTHOPEDIC SPECIALISTS, SC",ADMINISTRATION & HR,750.00,6/11/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,15522.00,7/8/2020
PEOPLES GAS,UTILITIES EXPENSE,3054.54,2/6/2020
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,1617.74,5/7/2020
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8067.90,4/30/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,344252.99,4/22/2020
Konecranes,MAINTENANCE & REPAIRS,14245.27,3/25/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,25608.76,3/4/2020
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,6190.17,10/21/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,247492.96,5/11/2020
COZEN O'CONNOR,LEGAL COSTS,11682.00,12/31/2020
"THE MCS GROUP, INC.",ADMINISTRATION & HR,4261.79,5/7/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,10330.00,12/14/2020
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,401826.48,6/15/2020
PRODUCTION PLUS GRAPHICS,DIRECT PURCHASES,23609.89,6/17/2020
LIFECARE INNOVATIONS INC,LEGAL COSTS,1335.00,2/6/2020
*SYNERGY DEVELOPMENT LIMITED,MAINTENANCE & REPAIRS,39447.60,10/5/2020
UNITED PARCEL SERVICE,GENERAL EXPENSES,83.19,8/20/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,400.00,12/28/2020
SDI PRESENCE LLC,TECHNOLOGY SERVICES,292775.00,1/13/2020
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,45067.26,2/25/2020
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,195134.47,6/3/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,39756.52,10/19/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,56288.28,2/18/2020
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,4094.69,8/26/2020
"ELLISON BRONZE, INC.",DIRECT PURCHASES,10456.60,8/26/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,590940.50,10/28/2020
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,23070.17,2/7/2020
"MYERS SERVICE, INC.",LEGAL COSTS,451.00,3/12/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,2400.00,5/7/2020
MERMEC Inc.,CONTRACTUAL SERVICES,182693.60,12/10/2020
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1151.49,4/29/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,4117.00,1/7/2020
"*ATLAS & ASSOCIATES, INC.",MAINTENANCE & REPAIRS,3169.44,1/24/2020
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,1516.74,8/27/2020
"MOBILE MINI, INC",CONTRACTUAL SERVICES,330.00,10/1/2020
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,18375.00,9/28/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,18480.00,11/18/2020
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,9714.34,11/10/2020
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,2415.15,4/2/2020
"PREMIER STAFFING SOURCE, INC.",CONTRACTUAL SERVICES,10260.00,10/7/2020
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,637.76,4/15/2020
"QUANTUM CROSSINGS, LLC",FINANCIAL & TREAS SVCS,23061.48,11/23/2020
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,2076.46,6/3/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,740.20,10/5/2020
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,1.58,11/11/2020
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,13348.67,4/9/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,446754.28,4/13/2020
MP2 ENERGY NE LLC,UTILITIES EXPENSE,662363.97,4/20/2020
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,750.00,10/21/2020
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,4247.30,4/2/2020
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,11/30/2020
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,999.20,12/23/2020
89TH ST PROPERTIES LLC,FACILITY RENTAL,134.30,10/28/2020
"CROWE, LLP",FINANCIAL & TREAS SVCS,18684.00,6/25/2020
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,382.25,3/10/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,440.69,8/31/2020
"VIDEO INSTANTER, INC.",LEGAL COSTS,150.80,2/26/2020
VILLAGE OF FOREST PARK.,UTILITIES EXPENSE,4578.66,3/25/2020
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,7085.47,9/24/2020
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,55.08,3/4/2020
"JOHNSON CONTROLS, INC.",MAINTENANCE & REPAIRS,5256.00,2/13/2020
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,18375.00,9/16/2020
KONE SPARES,DIRECT PURCHASES,738.09,12/2/2020
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,9765.94,2/27/2020
"CLAUSS ADR, INC.",LEGAL COSTS,900.00,1/9/2020
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,474.05,9/21/2020
BALFOUR BEATTY INFRASTRUCTURE INC.,DIRECT PURCHASES,2556.59,7/23/2020
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,56875.00,3/13/2020
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,15032.30,7/1/2020
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,43306.86,11/5/2020
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,372125.08,9/30/2020
STANDARD PARKING CORPORATION,CONTRACTUAL SERVICES,3205.00,3/12/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,135258.24,1/10/2020
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,28564.25,6/8/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,10427.74,3/23/2020
"MARK ANDY, INC.",MAINTENANCE & REPAIRS,378.76,2/11/2020
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,16187.55,4/6/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,600.00,6/11/2020
"ELLISON BRONZE, INC.",DIRECT PURCHASES,7675.50,8/24/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,5302.22,4/8/2020
"WISCO, INC.",DIRECT PURCHASES,155.00,9/17/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,1774.43,11/4/2020
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,18264.40,12/3/2020
"GENFARE, A DIVISION OF SPX CORPORATION",MAINTENANCE & REPAIRS,7479.16,6/17/2020
IAP CONSTRUCTION INC.,MAINTENANCE & REPAIRS,869.35,1/8/2020
"*ENVIROPLUS, INC.",MAINTENANCE & REPAIRS,7462.00,1/28/2020
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,920.75,3/17/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,44612.79,2/24/2020
ESSEX BROWNELL,DIRECT PURCHASES,2893.62,9/24/2020
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,535.98,3/25/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,283.66,1/9/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,1059.39,10/21/2020
JACKSON LEWIS PC,LEGAL COSTS,3556.00,8/3/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,1321.07,4/6/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,19382.24,4/27/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,46296.32,10/26/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,437.90,2/3/2020
PNC BANK,TECHNOLOGY SERVICES,321.75,12/16/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,111740.49,2/12/2020
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,6.50,1/16/2020
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,247.45,4/23/2020
POSTAL PARTNERS,GENERAL EXPENSES,205.24,2/4/2020
BLAZEN ILLUMINATIONS LLC,CONTRACTUAL SERVICES,500.00,9/14/2020
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,2996.24,10/7/2020
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,1575.30,12/14/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,130.54,1/31/2020
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,336.00,2/27/2020
DYNEGY ENERGY SERVICES,UTILITIES EXPENSE,468656.39,1/31/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,1100.00,11/11/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,54110.00,10/28/2020
"GENFARE, A DIVISION OF SPX CORPORATION",DIRECT PURCHASES,3489.00,1/10/2020
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,5563.00,5/13/2020
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1243.98,12/2/2020
CORPORATE CONCEPTS INC,DIRECT PURCHASES,39953.45,1/2/2020
"THOMAS J. WALSH CONSULTING, LLC",CONTRACTUAL SERVICES,6000.00,1/17/2020
PLANET DEPOS LLC,LEGAL COSTS,650.00,2/6/2020
"ASKREPLY, INC.",TECHNOLOGY SERVICES,59570.00,11/23/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,14132.60,3/3/2020
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,12432.78,3/25/2020
CORPORATE CONCEPTS INC,GENERAL EXPENSES,2002.61,10/8/2020
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,252.00,7/30/2020
ERICA HORST,LEGAL COSTS,75.00,1/21/2020
"SAMUEL CHMELL, M.D.",ADMINISTRATION & HR,3000.00,11/19/2020
JACKSON LEWIS PC,LEGAL COSTS,364.00,3/13/2020
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,470.00,12/23/2020
"SYSTEM SOLUTIONS, INC.",MAINTENANCE & REPAIRS,32449.68,1/21/2020
WILSON WATSON,LEGAL COSTS,75.00,3/12/2020
"GENFARE, A DIVISION OF SPX CORPORATION",MAINTENANCE & REPAIRS,7479.16,8/31/2020
"OFFICE DEPOT, INCORPORATED",DIRECT PURCHASES,116.65,6/29/2020
"BHFX, LLC",MAINTENANCE & REPAIRS,945.00,2/27/2020
ACCOUNTEMPS/DIV. ROBERT HALF,LEGAL COSTS,457.50,6/22/2020
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8067.90,7/16/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,1267892.11,9/2/2020
*J.P. SIMONS & COMPANY,GENERAL EXPENSES,309.50,5/21/2020
"WINKLER'S TREE SERVICE, INC.",MAINTENANCE & REPAIRS,9287.00,8/20/2020
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,30338.24,8/31/2020
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,1943564.91,6/1/2020
Wensco,ADVERTISING & PROMOTION,4727.96,9/10/2020
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,350474.95,1/7/2020
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,12/30/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,53024.53,3/19/2020
"TRAPEZE SOFTWARE GROUP, INC",MAINTENANCE & REPAIRS,3330.00,11/23/2020
Tribologik Corp,CONTRACTUAL SERVICES,23742.40,9/3/2020
"QUEST DIAGNOSTICS, INC,",ADMINISTRATION & HR,104248.85,4/1/2020
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,4425.00,7/9/2020
"AUTOMATIC FIRE CONTROLS, INC.",MAINTENANCE & REPAIRS,840.00,1/10/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,1743.68,1/22/2020
APOLLO VIDEO TECHNOLOGY,FINANCIAL & TREAS SVCS,146540.02,4/29/2020
"ZIPCAR, INC.",EQUIPMENT RENTAL,811.27,3/12/2020
"VERITEXT, LLC",LEGAL COSTS,1446.30,6/18/2020
ACCOUNTEMPS/DIV. ROBERT HALF,LEGAL COSTS,1911.74,1/9/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,861329.09,6/8/2020
HOLLAND & KNIGHT LLP,LEGAL COSTS,3658.00,7/2/2020
PayFactors Group LLC,CONSULTING,12000.00,6/24/2020
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,179.19,4/9/2020
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,4522.08,7/8/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,2244.92,4/13/2020
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,220.53,1/24/2020
PNC BANK,LEGAL COSTS,125.58,1/16/2020
"GENFARE, A DIVISION OF SPX CORPORATION",DIRECT PURCHASES,324.60,4/20/2020
VILLAGE OF NORTH RIVERSIDE,GENERAL EXPENSES,100.00,12/17/2020
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,211.20,1/3/2020
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,2099.76,11/23/2020
RUDOLPH GARZA,LEGAL COSTS,25.00,12/10/2020
CDW GOVERNMENT LLC,MAINTENANCE & REPAIRS,39602.50,2/3/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,525098.90,8/5/2020
GOVERNMENT FINANCE OFFICERS ASSOCIATION,CONTRACTUAL SERVICES,825.00,3/18/2020
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,12/31/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,2462.91,4/20/2020
SDI PRESENCE LLC,TECHNOLOGY SERVICES,304779.00,12/28/2020
REHABILITATION INSTITUTE OF CHICAGO,ADMINISTRATION & HR,1500.00,3/6/2020
COZEN O'CONNOR,LEGAL COSTS,4762.50,11/19/2020
"MENARD INDUSTRIES, LLC, d/b/a MENARD'S RAILROAD MATERIALS",CONTRACTUAL SERVICES,884.74,12/21/2020
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,637.30,9/9/2020
KONE SPARES,DIRECT PURCHASES,6894.15,1/24/2020
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,144976.78,9/30/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3400.00,1/31/2020
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,1100.00,2/25/2020
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,8156.49,7/8/2020
MURRAY & TRETTEL INC,GENERAL EXPENSES,416.25,4/30/2020
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,3520.00,3/30/2020
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,464.00,5/14/2020
"ULTRA-TECH ENTERPRISES, INC.",MAINTENANCE & REPAIRS,415.75,12/28/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,1357.29,3/19/2020
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,3660.00,11/5/2020
MEDIAAGILITY INC,TECHNOLOGY SERVICES,1799.01,10/1/2020
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,541.00,4/16/2020
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,278.25,12/10/2020
CLAREMONT LLC,CONTRACTUAL SERVICES,1944.00,10/29/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,1481.28,7/29/2020
"*ANCHOR STAFFING, INC.",CONTRACTUAL SERVICES,1394.40,1/17/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,21784.00,8/10/2020
BATTERY SYSTEMS INC,DIRECT PURCHASES,677.50,9/10/2020
*DUST EM CLEAN MAINTENANCE,MAINTENANCE & REPAIRS,5910.92,11/5/2020
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,361450.13,10/19/2020
"GENFARE, A DIVISION OF SPX CORPORATION",DIRECT PURCHASES,2724.00,6/1/2020
BARCODES INC,DIRECT PURCHASES,6510.85,8/12/2020
TAB SERVICE COMPANY,CONTRACTUAL SERVICES,252.06,1/2/2020
*SULLIVAN REPORTING COMPANY,LEGAL COSTS,442.75,1/28/2020
CLAREMONT LLC,CONTRACTUAL SERVICES,185.00,5/7/2020
EUGENE LIPOV MD,ADMINISTRATION & HR,750.00,11/5/2020
MIDWEST ORTHOPAEDIC CONSULTANTS,ADMINISTRATION & HR,375.00,7/9/2020
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,18375.00,7/27/2020
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,56875.00,10/19/2020
MEDIAAGILITY INC,TECHNOLOGY SERVICES,1402.00,6/25/2020
"CHICAGO SUN-TIMES, INCORPORATED dba Sun-Times Media Productions, LLC",ADVERTISING & PROMOTION,914.64,5/28/2020
THEODORE POLIZOS M.D,ADMINISTRATION & HR,750.00,11/12/2020
"*ALVAREZ, INC.",CONTRACTUAL SERVICES,2583.33,7/2/2020
BIAS CORPORATION,MAINTENANCE & REPAIRS,1662.09,8/6/2020
STAPLES ADVANTAGE,DIRECT PURCHASES,2676.38,7/27/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,154007.96,10/28/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,46496.56,1/31/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,20434.52,4/27/2020
CINTAS CORPORATION,DIRECT PURCHASES,93.87,6/10/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,439869.44,3/20/2020
"ZIPCAR, INC.",EQUIPMENT RENTAL,1040.00,7/29/2020
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1273.36,2/21/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3710.00,5/27/2020
HOLLAND & KNIGHT LLP,LEGAL COSTS,20738.50,4/9/2020
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,486.60,9/30/2020
CLERK OF THE CIRCUIT COURT  1,LEGAL COSTS,5.00,1/28/2020
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,300.00,11/25/2020
