VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
MARK R HUTCHINSON MD,ADMINISTRATION & HR,5600.00,1/13/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1012.75,7/28/2022
ROBERT A BAADE PHD,ADMINISTRATION & HR,300.00,7/21/2022
NAESA INT'l,TRAVEL & MEETING EXPENSE,3240.00,8/18/2022
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,LEGAL COSTS,10.00,6/30/2022
GENUINE PARTS COMPANY (NAPA),CONSULTING,149054.00,9/1/2022
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,28240.49,9/8/2022
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,22600.74,1/27/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,35526.50,4/12/2022
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,19240.16,9/29/2022
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,846.54,1/5/2022
JACKSON LEWIS PC,LEGAL COSTS,4340.00,2/3/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,4100.46,4/28/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,12983.20,4/28/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3311.18,8/23/2022
CHICAGO TRANSIT AUTHORITY,DIRECT PURCHASES,34395.00,3/10/2022
"WISCO, INC.",DIRECT PURCHASES,700.15,8/18/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,12900.63,1/5/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,2/17/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,8/4/2022
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,1100.00,9/27/2022
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,4750.00,7/12/2022
LAUREN J  GLEASON M.D.,ADMINISTRATION & HR,750.00,7/29/2022
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,14320.24,4/12/2022
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,352.00,9/8/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1907.79,2/24/2022
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,84281.64,5/12/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,4102.70,3/10/2022
CINTAS CORPORATION,DIRECT PURCHASES,95.54,4/28/2022
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,454.00,6/30/2022
CITY OF CHICAGO-DEPT OF WATER,FACILITY RENTAL,332.98,6/16/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,9/29/2022
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,724.58,8/18/2022
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,44095.12,6/9/2022
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,1717.19,8/25/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1084.14,6/16/2022
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,507.05,3/10/2022
SURVEYMONKEY INC.,CONSULTING,2700.00,2/3/2022
Michael Best Strategies,CONTRACTUAL SERVICES,12000.00,3/24/2022
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,3500.00,5/12/2022
"ATOMATIC MECHANICAL SERVICES, INC, d/b/a CONTROL ENGINEERING CORP.",MAINTENANCE & REPAIRS,5391.00,9/29/2022
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,609.77,6/30/2022
HI-TEK ENVIRONMENTAL- d/b/a STAT,CONTRACTUAL SERVICES,90.00,8/18/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,988.95,7/7/2022
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,3051.00,6/9/2022
CDW GOVERNMENT LLC,DIRECT PURCHASES,41228.60,7/28/2022
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,1329.54,5/26/2022
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8559.24,5/26/2022
UNITEC PARTS CO.,DIRECT PURCHASES,4137.50,1/13/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,1500.00,2/10/2022
ROBERT A BAADE PHD,ADMINISTRATION & HR,3835.00,7/21/2022
LINDSAY PURNELL M.D.,ADMINISTRATION & HR,700.00,9/1/2022
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000.00,9/22/2022
WHEEL RAIL SEMINARS,TRAVEL & MEETING EXPENSE,765.00,6/30/2022
CITY OF BURBANK,GENERAL EXPENSES,100.00,3/3/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,213.78,6/14/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1761.02,2/10/2022
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,15839.76,3/24/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,746.60,4/7/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,75652.19,9/27/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,245.00,3/3/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,4/7/2022
VTECH SOLUTION INC,GENERAL EXPENSES,8300.00,6/16/2022
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,22446.85,6/2/2022
"*GALAXY ENVIRONMENTAL, INC.",MAINTENANCE & REPAIRS,102327.39,8/16/2022
CITY  OF HOMETOWN,GENERAL EXPENSES,400.00,3/3/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1460.50,3/22/2022
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,1741.31,4/7/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,815.50,5/17/2022
METROPOLITAN WATER RECLAMATION.,UTILITIES EXPENSE,95.55,9/29/2022
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,2771.50,5/12/2022
SUN-TIMES MEDIA,GENERAL EXPENSES,120.00,3/24/2022
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,2738.35,3/3/2022
EVAN HEAN TSAN NG,ADMINISTRATION & HR,500.00,4/7/2022
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,28800.00,4/7/2022
YOURMEMBERSHIP.COM INC,ADVERTISING & PROMOTION,325.00,8/11/2022
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,28292.56,4/28/2022
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,68157.40,8/25/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60.00,8/18/2022
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,757.09,2/24/2022
ARMA INTERNATIONAL,GENERAL EXPENSES,225.00,1/27/2022
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,176.00,4/14/2022
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,12399.04,8/24/2022
COMPUTER AID INC,TECHNOLOGY SERVICES,670981.11,6/30/2022
CINTAS CORPORATION,DIRECT PURCHASES,28.90,8/2/2022
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,15476.61,1/13/2022
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,10576.31,3/31/2022
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,21102.79,5/26/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,7/29/2022
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,5121.98,2/9/2022
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,51896.41,2/24/2022
LINKEDIN CORPORATION,ADVERTISING & PROMOTION,29367.14,1/13/2022
CITY OF HOMETOWN,GENERAL EXPENSES,100.00,1/13/2022
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,422037.65,4/14/2022
UNITEC PARTS CO.,DIRECT PURCHASES,4354.80,7/7/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,513.00,9/1/2022
"OER SERVICES, LLC",EQUIPMENT RENTAL,7454.00,2/17/2022
"RMS SOLUTIONS, INC.",CONSULTING,3750.00,3/17/2022
Konecranes,MAINTENANCE & REPAIRS,5723.96,3/31/2022
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,464.21,9/20/2022
TOWN OF CICERO,UTILITIES EXPENSE,725.62,5/26/2022
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,5560.02,8/18/2022
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,18971.15,4/7/2022
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,259.50,1/20/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60.00,8/18/2022
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,827.00,4/21/2022
"*BOYE JANITORIAL SERVICE, INC.",CONTRACTUAL SERVICES,6636.00,7/12/2022
PITNEY BOWES GLOBAL MAILING SYSTEMS,CONTRACTUAL SERVICES,4663.64,9/22/2022
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,6/30/2022
BROTHERS & THOMPSON P.C.,LEGAL COSTS,308.00,9/1/2022
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,59265.61,4/19/2022
"VULCAN CONSTRUCTION MATERIALS, LLC",DIRECT PURCHASES,5988.02,8/23/2022
"MARK ANDY, INC.",MAINTENANCE & REPAIRS,90.80,1/13/2022
JACKSON LEWIS PC,LEGAL COSTS,364.00,5/17/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,8/4/2022
JAMES DWORKIN,LEGAL COSTS,375.00,2/10/2022
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,2885.84,3/17/2022
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,4476.75,3/3/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,213.78,6/16/2022
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,1048.00,9/15/2022
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,24211.79,2/8/2022
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,11532.00,4/14/2022
MURRAY & TRETTEL INC,GENERAL EXPENSES,416.25,3/24/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,21606.07,5/3/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,36832.00,8/30/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,2473.63,7/26/2022
"TRAPEZE SOFTWARE GROUP, INC",MAINTENANCE & REPAIRS,1966142.00,2/24/2022
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,75166.42,4/14/2022
CALIBER PACKAGING LLC,MAINTENANCE & REPAIRS,2064.30,5/19/2022
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,2573.00,3/31/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,835.72,7/12/2022
PNC BANK,TRAVEL & MEETING EXPENSE,320.00,8/16/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,6415.00,9/1/2022
ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,CONTRACTUAL SERVICES,3090.00,3/17/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,116758.51,3/15/2022
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,2022.35,5/31/2022
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,16446.04,7/29/2022
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,GENERAL EXPENSES,24946.82,1/13/2022
METROPOLITAN WATER RECLAMATION.,EQUIPMENT RENTAL,30400.00,9/22/2022
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,163762.86,4/26/2022
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,82724.39,1/27/2022
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,9954.59,4/14/2022
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,34750.00,7/21/2022
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,58.30,1/6/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,525.00,3/17/2022
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,7.26,6/23/2022
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,17258.08,3/17/2022
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,85858.76,4/28/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,1099.85,5/26/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,2706.65,5/10/2022
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,83173.64,7/28/2022
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,1282.36,1/5/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1312.20,5/5/2022
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,20.00,4/12/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,1221.60,8/11/2022
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,46923.40,3/22/2022
MERMEC Inc.,CONTRACTUAL SERVICES,35638.95,9/1/2022
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1850.00,1/25/2022
PROJECT MANAGEMENT INSTITUTE,GENERAL EXPENSES,129.00,7/29/2022
"PREMIER STAFFING SOURCE, INC.",CONSULTING,3280.50,1/13/2022
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,55373.54,7/29/2022
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,27.90,5/19/2022
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,6117.00,7/12/2022
MEDIAAGILITY INC,TECHNOLOGY SERVICES,2276.79,4/11/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,48.75,5/19/2022
MIDWEST ANESTHESIA AND PAIN SPECIALISTS SC,ADMINISTRATION & HR,800.00,3/14/2022
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,1680.00,5/19/2022
IDES,GENERAL EXPENSES,37325.00,9/22/2022
PEOPLES GAS,UTILITIES EXPENSE,31795.32,7/14/2022
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,365.30,5/26/2022
MP2 ENERGY NE LLC,UTILITIES EXPENSE,288759.53,2/15/2022
DELL MARKETING L.P.,TECHNOLOGY SERVICES,119555.00,6/16/2022
DELL MARKETING L.P.,DIRECT PURCHASES,5429.10,3/3/2022
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,86.63,3/31/2022
PEOPLES GAS,UTILITIES EXPENSE,197853.50,3/24/2022
"GLOBAL FINISHING SOLUTIONS, LLC",MAINTENANCE & REPAIRS,4700.00,4/28/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,1023482.93,3/24/2022
Einstein Graphic Services,DIRECT PURCHASES,6208.00,8/25/2022
"GEORGE A. SISSON, JR., M.D.",ADMINISTRATION & HR,750.00,9/22/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,19639.71,4/26/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,9770.00,6/30/2022
ASSOCIATION OF ASIAN CONSTRUCTION ENTERPRISES,GENERAL EXPENSES,1000.00,2/10/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,4065.02,3/1/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,5220.40,4/14/2022
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,146.90,9/29/2022
"GREATER ILLINOIS TITLE COMPANY, INC.",LEGAL COSTS,1550.00,7/14/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,5474.45,7/28/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,905.00,7/29/2022
MIDWEST ANESTHESIA AND PAIN SPECIALISTS SC,ADMINISTRATION & HR,1775.00,8/25/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3576.69,7/19/2022
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,798.00,9/8/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1004.50,7/28/2022
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,17982.01,3/10/2022
HUSEBY GLOBAL LITIGATION,LEGAL COSTS,690.30,6/23/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,3354.90,2/15/2022
"SB FRIEDMAN DEVELOPMENT ADVISORS, LLC",GENERAL EXPENSES,16660.00,5/31/2022
PTC Inc.,TECHNOLOGY SERVICES,2772.00,5/19/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,170.80,8/25/2022
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,13655.00,9/22/2022
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,550280.25,4/28/2022
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,16256.26,5/5/2022
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,5970.37,9/12/2022
BIAS CORPORATION,MAINTENANCE & REPAIRS,1763.31,8/25/2022
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,6233.09,4/6/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,280.70,8/18/2022
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,696.00,3/17/2022
ZIP RECRUITER INC,ADVERTISING & PROMOTION,5697.00,2/17/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,164.70,5/5/2022
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,6000.00,7/29/2022
"*ALVAREZ, INC.",MAINTENANCE & REPAIRS,32277.80,7/14/2022
AURIGA CORPORATION,GENERAL EXPENSES,28014.64,1/6/2022
COMTO NATIONAL HEADQUARTERS,GENERAL EXPENSES,5100.00,5/12/2022
VILLAGE OF WILMETTE (R),UTILITIES EXPENSE,3878.79,5/19/2022
MAGNA LEGAL SERVICES,LEGAL COSTS,299.50,7/19/2022
"OER SERVICES, LLC",EQUIPMENT RENTAL,1125.00,4/5/2022
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,3193.78,9/22/2022
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,1408.00,2/8/2022
Terrence J Schaffner,CONTRACTUAL SERVICES,10087.50,3/3/2022
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,677.68,8/25/2022
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,13124.73,2/17/2022
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,9600.00,5/10/2022
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,550280.25,2/1/2022
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,458.95,4/28/2022
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,641.00,9/13/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60.00,8/18/2022
TOWN OF CICERO,UTILITIES EXPENSE,10684.05,7/14/2022
"SAF-T-GARD INTERNATIONAL, INC.",MAINTENANCE & REPAIRS,9031.00,8/18/2022
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1656.24,5/26/2022
*KOI COMPUTERS,DIRECT PURCHASES,12520.00,6/9/2022
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1608.00,6/28/2022
CINTAS CORPORATION,CONTRACTUAL SERVICES,11492.66,1/19/2022
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,38523.44,1/13/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,166047.76,2/15/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,155922.83,3/31/2022
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,150010.30,3/17/2022
STAPLES ADVANTAGE,DIRECT PURCHASES,23044.63,4/28/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,57318.00,5/17/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,58831.60,8/25/2022
ZIONS BANK,FINANCIAL & TREAS SVCS,4500.00,1/6/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,16790.00,1/5/2022
POINT OF DIFFERENCE STRATEGIES,CONTRACTUAL SERVICES,6000.00,3/3/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1556.28,2/3/2022
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,623.25,3/2/2022
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,73046.66,4/28/2022
SDI PRESENCE LLC,TECHNOLOGY SERVICES,614423.49,9/29/2022
"OER SERVICES, LLC",EQUIPMENT RENTAL,4023.61,8/16/2022
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1271.25,7/27/2022
Dunbar Security Products,GENERAL EXPENSES,1500.00,4/21/2022
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,7015.67,5/11/2022
CSC,MAINTENANCE & REPAIRS,143182.00,3/1/2022
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,22594.71,3/24/2022
LEXITAS,LEGAL COSTS,884.57,4/14/2022
"OER SERVICES, LLC",EQUIPMENT RENTAL,1860.80,6/30/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3225.00,9/20/2022
TERESA BOYLE ROGERS CONSULTING,CONSULTING,5368.38,1/5/2022
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,1566.69,6/30/2022
UNIVERSITY OF ILLINOIS AT URBANA,TRAVEL & MEETING EXPENSE,495.00,5/26/2022
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1125.00,9/27/2022
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1070.87,9/8/2022
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,93.00,3/17/2022
"GREATER ILLINOIS TITLE COMPANY, INC.",LEGAL COSTS,400.00,5/26/2022
KANE COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,84.00,5/5/2022
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,409.34,1/5/2022
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,6343.00,3/10/2022
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,14793.81,7/29/2022
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,16940.00,3/3/2022
NATIONAL SAFETY COUNCIL,GENERAL EXPENSES,425.00,1/20/2022
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,7160.00,9/1/2022
"MID-AMERICA BUSINESS SYSTEMS & EQUPMENT, INC.",MAINTENANCE & REPAIRS,1314.15,8/23/2022
Wisconsin Lift Truck Corp. DBA Ellis Systems,DIRECT PURCHASES,9000.00,2/24/2022
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,28.89,2/17/2022
SECRETARY OF STATE.........,LEGAL COSTS,5.00,5/5/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,213.78,7/21/2022
"MWM CONSULTING GROUP, INC.",CONSULTING,18000.00,3/31/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,487.35,6/30/2022
"MYTHICS, INC.",MAINTENANCE & REPAIRS,12250.00,6/30/2022
WHEEL RAIL SEMINARS,TRAVEL & MEETING EXPENSE,765.00,6/23/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,7/21/2022
"MYERS SERVICE, INC.",LEGAL COSTS,92.00,9/29/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3030.00,1/18/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1442.60,9/22/2022
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,238.01,1/20/2022
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,173.60,2/1/2022
CDW GOVERNMENT LLC,DIRECT PURCHASES,112.00,6/14/2022
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,18900.00,3/29/2022
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,37027.77,9/29/2022
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,6012.50,8/4/2022
AT & T CORP,UTILITIES EXPENSE,18240.03,9/1/2022
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,309.00,5/19/2022
"ELEMENT MATERIALS TECHNOLOGY NEW BERLIN, INC.",DIRECT PURCHASES,6250.00,6/30/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,177374.68,2/15/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,19122.65,3/1/2022
TerraCycle Regulated Waste,MAINTENANCE & REPAIRS,245.00,1/3/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,44675.94,3/24/2022
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,21000.00,6/14/2022
CINTAS CORPORATION,DIRECT PURCHASES,24145.00,7/28/2022
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,21491.50,8/18/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,2837.18,1/27/2022
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,17644.83,2/17/2022
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,66667.81,1/20/2022
PNC BANK,TRAVEL & MEETING EXPENSE,29.00,2/15/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,960.00,5/5/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,16931.19,7/7/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,1010.00,5/19/2022
